name,fabric_name,weave,width,weight_feel_suitability,content,design_name_color,shipping_weight,design_no,price_text,ragular_price,categories,short_description,long_description,images,tags,manage_stock,stock,status
Cotton Yarndyed Stripes-241920,Cotton Yarndyed Stripes,Plain ,44 Inches ,"Lightweight & soft/ Suitable for making shirts, dresses, skirts, tops, kids wear, cushions and more.
",100% Cotton ,Multicolour ,0.2,241920,220 Per Meter ,220,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Cotton yarndyed stripe fabric is a lightweight & soft fabric, suitable for making dresses, skirts, tops, kurti, kurta, kids wear, cushion covers and more.

","Cotton yarndyed stripe fabric is a lightweight & soft cotton based fabric formed on plain weave. Yarn-dyed fabric means the thread (or yarn) has been dyed first, before weaving. This fabric is suitable for making dresses, shirts, skirts etc.

","241920-(4).jpg, 241920-(2).jpg, 241920-(3).jpg","cotton yarndyed stripes, yarndyed cotton stripes, yarndyed stripes, yarndyed fabric, cottonyarndyed, cotton stripes, fabric for shirts, fabric for kurtas,fabric for kurtis, fabric for tops, fabric for dresses, fabric for pajams, fabric for mens shirting, shirting fabric fabric for kids wear, kids wear fabric, kids dresses fabric, stripes, 241920",no ,in_stock,Published
Cotton Yarndyed Stripes-623219-25,Cotton Yarndyed Stripes,Plain ,44 Inches ,"Lightweight & soft/ Suitable for making shirts, dresses, skirts, tops, kids wear, cushions and more.
",100% Cotton ,Multicolour ,0.2,623219-25,180 Per Meter ,180,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Cotton yarndyed stripe fabric is a lightweight & soft fabric, suitable for making dresses, skirts, tops, kurti, kurta, kids wear, cushion covers and more.

","Cotton yarndyed stripe fabric is a lightweight & soft cotton based fabric formed on plain weave. Yarn-dyed fabric means the thread (or yarn) has been dyed first, before weaving. This fabric is suitable for making dresses, shirts, skirts etc.

","623219-25-(4).jpg, 623219-25-(2).jpg, 623219-25-(3).jpg","cotton yarndyed stripes, yarndyed cotton stripes, yarndyed stripes, yarndyed fabric, cottonyarndyed, cotton stripes, fabric for shirts, fabric for kurtas,fabric for kurtis, fabric for tops, fabric for dresses, fabric for pajams, fabric for mens shirting, shirting fabric fabric for kids wear, kids wear fabric, kids dresses fabric, stripes, 623219-25",no ,in_stock,Published
Lurex Brushed Cotton Checks-641017,Lurex Brushed Cotton ,Twill ,44 Inches ,"Lurex brushed cotton check Fabric/Suitable for making shirts, dresses, skirts, tops, kurti, kurta and more.
",95% Cotton 5% Lurex  ,Blue ,0.2,641017,220 Per Meter ,220,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Yarndyed brushed cotton check fabric suitable for making dresses, skirts, shirts, tops, kurti, western wear, kurti, kurta and more.

","Yarndyed brushed cotton check fabric is a cotton based twill weave fabric. The cotton is brushed on the face side to remove any lint and fibers. The process leaves a soft face that helps to trap heat, yet as a cotton it is also breathable.

","641017-(4).jpg, 641017-(2).jpg, 641017-(3).jpg","brushed cotton checks, lurex brushed cotton checks, btushed cotton, checked fabric, yarndyed cotton, yarndyed fabric , yarndyed checks, fabric for shirts, fabric for mens shrting, shirting fabric, fabric for kurtis, fabric for tops, fabric for suits, fabric for ksirts, fabric for dresses, fabric for kids wear, fabric for kids dresses, fabric for pajamas, fabric for tunic, checks, 641017 , lurex ",no ,in_stock,Published
Cotton Yarndyed Checks-623219-26,Cotton Yarndyed Checks ,Plain ,44 Inches ,"Lightweight & soft/ Suitable for making shirts, dresses, skirts, tops, kids wear, cushions and more.
",100% Cotton ,Beige ,0.2,623219-26,220 Per Meter ,220,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Cotton yarndyed checks fabric is a lightweight & soft fabric, suitable for making dresses, skirts, tops, kurti, kurta, kids wear, cushion covers and more.

","Cotton yarndyed checks fabric is a lightweight & soft cotton based fabric formed on plain weave. Yarn-dyed fabric means the thread (or yarn) has been dyed first, before weaving. This fabric is suitable for making dresses, shirts, skirts etc.

","623219-26-(4).jpg, 623219-26-(2).jpg, 623219-26-(3).jpg","cotton yarndyed checks, yarndyed cotton checks, yarndyed checks, yarndyed fabric, cotton yarndyed, cotton checks, fabric for shirts, fabric for kurtas,fabric for kurtis, fabric for tops, fabric for dresses, fabric for pajams, fabric for mens shirting, shirting fabric fabric for kids wear, kids wear fabric, kids dresses fabric, checks, 623219-26",no ,in_stock,Published
Lurex Yarndyed Cotton Checks-623219-27,Lurex Yarndyed Cotton ,Plain ,44 Inches ,"Lurex yarndyed cotton check Fabric/Suitable for making shirts, dresses, skirts, tops, kurti, kurta and more.
",95% Cotton 5% Lurex  ,Multicolour ,0.2,623219-27,220 Per Meter ,220,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Lurex yarndyed cotton check fabric suitable for making dresses, skirts, shirts, tops, kurti, western wear, kurti, kurta and more.

","Cotton yarndyed checks fabric is a lightweight & soft cotton based fabric formed on plain weave. Yarn-dyed fabric means the thread (or yarn) has been dyed first, before weaving. This fabric is suitable for making dresses, shirts, skirts etc.

","623219-27-(4).jpg, 623219-27-(2).jpg, 623219-27-(3).jpg","yarndyed cotton checks, lurex yarndyed cotton checks, yarndyed cotton, checked fabric, yarndyed cotton, yarndyed fabric , yarndyed checks, fabric for shirts, fabric for mens shrting, shirting fabric, fabric for kurtis, fabric for tops, fabric for suits, fabric for ksirts, fabric for dresses, fabric for kids wear, fabric for kids dresses, fabric for pajamas, fabric for tunic, checks, 623219-27 , lurex ",no ,in_stock,Published
Cotton Yarndyed Checks-6210518,Cotton Yarndyed Checks ,Plain ,44 Inches ,"Lightweight & soft/ Suitable for making shirts, dresses, skirts, tops, kids wear, cushions and more.
",100% Cotton ,Yellow ,0.2,6210518,220 Per Meter ,220,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Cotton yarndyed checks fabric is a lightweight & soft fabric, suitable for making dresses, skirts, tops, kurti, kurta, kids wear, cushion covers and more.

","Cotton yarndyed checks fabric is a lightweight & soft cotton based fabric formed on plain weave. Yarn-dyed fabric means the thread (or yarn) has been dyed first, before weaving. This fabric is suitable for making dresses, shirts, skirts etc.

","6210518-(4).jpg, 6210518-(2).jpg, 6210518-(3).jpg","cotton yarndyed checks, yarndyed cotton checks, yarndyed checks, yarndyed fabric, cotton yarndyed, cotton checks, fabric for shirts, fabric for kurtas,fabric for kurtis, fabric for tops, fabric for dresses, fabric for pajams, fabric for mens shirting, shirting fabric fabric for kids wear, kids wear fabric, kids dresses fabric, checks, 6210518",no ,in_stock,Published
Cotton Yarndyed Checks-623219-28,Cotton Yarndyed Checks ,Plain ,44 Inches ,"Lightweight & soft/ Suitable for making shirts, dresses, skirts, tops, kids wear, cushions and more.
",100% Cotton ,Multicolour ,0.2,623219-28,220 Per Meter ,220,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Cotton yarndyed checks fabric is a lightweight & soft fabric, suitable for making dresses, skirts, tops, kurti, kurta, kids wear, cushion covers and more.

","Cotton yarndyed checks fabric is a lightweight & soft cotton based fabric formed on plain weave. Yarn-dyed fabric means the thread (or yarn) has been dyed first, before weaving. This fabric is suitable for making dresses, shirts, skirts etc.

","623219-28-(4).jpg, 623219-28-(2).jpg, 623219-28-(3).jpg","cotton yarndyed checks, yarndyed cotton checks, yarndyed checks, yarndyed fabric, cotton yarndyed, cotton checks, fabric for shirts, fabric for kurtas,fabric for kurtis, fabric for tops, fabric for dresses, fabric for pajams, fabric for mens shirting, shirting fabric fabric for kids wear, kids wear fabric, kids dresses fabric, checks, 623219-28",no ,in_stock,Published
Cotton Seersucker Checks -335519,Cotton Seersucker Checks,Plain ,44 Inches ,"Lightweight & soft/ Suitable for making shirts, dresses, skirts, tops, kids wear, cushions and more.
",100% Cotton ,Light Green ,0.2,335519,220 Per Meter ,220,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Cotton seer secker yarn dyed checks fabric, ideal for making dresses, skirts, skirts, tops, westerns etc.

","Cotton seer sucker yarn dyed checks fabric, made of 100% cotton on plain weave. Seersucker is a thin, puckered, all-cotton fabric, commonly striped or chequered, used to make clothing for spring and summer wear.

","335519-(4).jpg, 335519-(2).jpg, 335519-(3).jpg","yarndyed fabric, seersucket checks, yarndyed checks, cottonyarndyed, yarndyed cotton, cotton seersucker checks, cotton yarndyed checks, checks, seersucker checks, seersucker, fabric for kurtas, fabric for tops, fabric for shirts, fabric for skirts, fabric for dresses, fabric for tunic, fabric for tops, fabric for kids wear, fabric for kids dresses, fabric for pajamas, 335519",no ,in_stock,Published
Cotton Seersucker Checks -335819,Cotton Seersucker Checks,Plain ,44 Inches ,"Lightweight & soft/ Suitable for making shirts, dresses, skirts, tops, kids wear, cushions and more.
",100% Cotton ,Multicolour ,0.2,335819,220 Per Meter ,220,cotton>yarn-dyeds-checks-and-stripes | latest-fabrics | spring-summer,"Cotton seer secker yarn dyed checks fabric, ideal for making dresses, skirts, skirts, tops, westerns etc.

","Cotton seer sucker yarn dyed checks fabric, made of 100% cotton on plain weave. Seersucker is a thin, puckered, all-cotton fabric, commonly striped or chequered, used to make clothing for spring and summer wear.

","335819-(4).jpg, 335819-(2).jpg, 335819-(3).jpg","yarndyed fabric, seersucket checks, yarndyed checks, cottonyarndyed, yarndyed cotton, cotton seersucker checks, cotton yarndyed checks, checks, seersucker checks, seersucker, fabric for kurtas, fabric for tops, fabric for shirts, fabric for skirts, fabric for dresses, fabric for tunic, fabric for tops, fabric for kids wear, fabric for kids dresses, fabric for pajamas, 335819",no ,in_stock,Published
Silk Ikat-11610916,Silk Fabric ,Plain ,44 Inches ,"Light weight & soft/ used for making kurta, tops, kurti, dresses, skirts, suits, blouses, ethnics and more.
",100% Silk ,Orange   ,0.2,11610916,1200 Per Meter ,1200,silks-wools>ombres-solid-dyeds | latest-fabrics | autumn-winter | spring-summer,"Silk ikat fabrics, suitable for making kurta, tops, dresses, palazzo, kurti, skirts, ethnics and more.

","Silk ikat fabric is a silk based fabric. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric. Commonly used for making or designing dresses.

","11610916-(4).jpg, 11610916-(2).jpg, 11610916-(3).jpg","ikat fabric, silk ikat fabic, silk ikat, silk, ikat, ikats, ikat design, silk ikat, fabric for kurtis, fabric fro kurtas, fabric for suits, fabric for blouses, fabric for tops, fabric for skirts, fabric for dresses, fabric for gowns, fabric for palazzo, fabric for ethnic wear, 11610916",no ,in_stock,Published
Raw Silk Ikat-446717,Raw Silk ,Plain ,44 Inches ,"Lightweight & Stiff/ Suitable for making kurta, kurti, tops, skirts, blouses, dresses, palazzo and more.
",100% Silk ,Blue ,0.2,446717,1750 Per Meter ,1750,silks-wools>ombres-solid-dyeds | latest-fabrics | autumn-winter | spring-summer,"Raw silk ikat fabrics, suitable for making kurta, tops, dresses, palazzo, kurti, skirts, ethnics and more.

","Raw silk ikat fabric is a silk based fabric. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric. Commonly used for making or designing dresses.

","446717-(4).jpg, 446717-(2).jpg, 446717-(3).jpg","ikat fabric, raw silk ikat fabic, raw silk ikat, raw silk, ikat, ikats, ikat design, silk ikat, fabric for kurtis, fabric fro kurtas, fabric for suits, fabric for blouses, fabric for tops, fabric for skirts, fabric for dresses, fabric for gowns, fabric for palazzo, fabric for ethnic wear, 446717",no ,in_stock,Published
Raw Silk Ikat-2103117,Raw Silk ,Plain ,44 Inches ,"Lightweight & Stiff/ Suitable for making kurta, kurti, tops, skirts, blouses, dresses, palazzo and more.
",100% Silk ,Blue ,0.2,2103117,1750 Per Meter ,1750,silks-wools>ombres-solid-dyeds | latest-fabrics | autumn-winter | spring-summer,"Raw silk ikat fabrics, suitable for making kurta, tops, dresses, palazzo, kurti, skirts, ethnics and more.

","Raw silk ikat fabric is a silk based fabric. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric. Commonly used for making or designing dresses.

","2103117-(4).jpg, 2103117-(2).jpg, 2103117-(3).jpg","ikat fabric, raw silk ikat fabic, raw silk ikat, raw silk, ikat, ikats, ikat design, silk ikat, fabric for kurtis, fabric fro kurtas, fabric for suits, fabric for blouses, fabric for tops, fabric for skirts, fabric for dresses, fabric for gowns, fabric for palazzo, fabric for ethnic wear, 2103117",no ,in_stock,Published
Raw Silk Ikat-244318,Raw Silk ,Plain ,44 Inches ,"Lightweight & Stiff/ Suitable for making kurta, kurti, tops, skirts, blouses, dresses, palazzo and more.
",100% Silk ,Orange ,0.2,244318,1750 Per Meter ,1750,silks-wools>ombres-solid-dyeds | latest-fabrics | autumn-winter | spring-summer,"Raw silk ikat fabrics, suitable for making kurta, tops, dresses, palazzo, kurti, skirts, ethnics and more.

","Raw silk ikat fabric is a silk based fabric. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric. Commonly used for making or designing dresses.

","244318-(4).jpg, 244318-(2).jpg, 244318-(3).jpg","ikat fabric, raw silk ikat fabic, raw silk ikat, raw silk, ikat, ikats, ikat design, silk ikat, fabric for kurtis, fabric fro kurtas, fabric for suits, fabric for blouses, fabric for tops, fabric for skirts, fabric for dresses, fabric for gowns, fabric for palazzo, fabric for ethnic wear, 244318",no ,in_stock,Published
Raw Silk Ikat-245118,Raw Silk ,Plain ,44 Inches ,"Lightweight & Stiff/ Suitable for making kurta, kurti, tops, skirts, blouses, dresses, palazzo and more.
",100% Silk ,Purple,0.2,245118,1750 Per Meter ,1750,silks-wools>ombres-solid-dyeds | latest-fabrics | autumn-winter | spring-summer,"Raw silk ikat fabrics, suitable for making kurta, tops, dresses, palazzo, kurti, skirts, ethnics and more.

","Raw silk ikat fabric is a silk based fabric. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric. Commonly used for making or designing dresses.

","245118-(4).jpg, 245118-(2).jpg, 245118-(3).jpg","ikat fabric, raw silk ikat fabic, raw silk ikat, raw silk, ikat, ikats, ikat design, silk ikat, fabric for kurtis, fabric fro kurtas, fabric for suits, fabric for blouses, fabric for tops, fabric for skirts, fabric for dresses, fabric for gowns, fabric for palazzo, fabric for ethnic wear, 245118",no ,in_stock,Published
Silk Ikat-246518,Silk Fabric ,Plain ,44 Inches ,"Light weight & soft/ used for making kurta, tops, kurti, dresses, skirts, suits, blouses, ethnics and more.
",100% Silk ,Orange   ,0.2,246518,1430 Per Meter ,1430,silks-wools>ombres-solid-dyeds | latest-fabrics | autumn-winter | spring-summer,"Silk ikat fabrics, suitable for making kurta, tops, dresses, palazzo, kurti, skirts, ethnics and more.

","Silk ikat fabric is a silk based fabric. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric. Commonly used for making or designing dresses.

","246518-(4).jpg, 246518-(2).jpg, 246518-(3).jpg","ikat fabric, silk ikat fabic, silk ikat, silk, ikat, ikats, ikat design, silk ikat, fabric for kurtis, fabric fro kurtas, fabric for suits, fabric for blouses, fabric for tops, fabric for skirts, fabric for dresses, fabric for gowns, fabric for palazzo, fabric for ethnic wear, 246518",no ,in_stock,Published
Silk Ikat-246518,Silk Fabric ,Plain ,44 Inches ,"Light weight & soft/ used for making kurta, tops, kurti, dresses, skirts, suits, blouses, ethnics and more.
",100% Silk ,Orange   ,0.2,246518,1430 Per Meter ,1430,silks-wools>ombres-solid-dyeds | latest-fabrics | autumn-winter | spring-summer,"Silk ikat fabrics, suitable for making kurta, tops, dresses, palazzo, kurti, skirts, ethnics and more.

","Silk ikat fabric is a silk based fabric. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric. Commonly used for making or designing dresses.

","246518-(4).jpg, 246518-(2).jpg, 246518-(3).jpg","ikat fabric, cotton ikat fabic, silk ikat, silk, ikat, ikats, ikat design, silk ikat, fabric for kurtis, fabric fro kurtas, fabric for suits, fabric for blouses, fabric for tops, fabric for skirts, fabric for dresses, fabric for gowns, fabric for palazzo, fabric for ethnic wear, 246518",no ,in_stock,Published
Silk Ikat-4448417,Silk Fabric ,Plain ,44 Inches ,"Light weight & soft/ used for making kurta, tops, kurti, dresses, skirts, suits, blouses, ethnics and more.
",100% Silk ,Orange   ,0.2,4448417,1450 Per Meter ,1450,silks-wools>ombres-solid-dyeds | latest-fabrics | autumn-winter | spring-summer,"Silk ikat fabrics, suitable for making kurta, tops, dresses, palazzo, kurti, skirts, ethnics and more.

","Silk ikat fabric is a silk based fabric. Ikat, or ikkat, is a dyeing technique used to pattern textiles that employs resist dyeing on the yarns prior to dyeing and weaving the fabric. Commonly used for making or designing dresses.

","4448417-(4).jpg, 4448417-(2).jpg, 4448417-(3).jpg","ikat fabric, cotton ikat fabic, silk ikat, silk, ikat, ikats, ikat design, silk ikat, fabric for kurtis, fabric fro kurtas, fabric for suits, fabric for blouses, fabric for tops, fabric for skirts, fabric for dresses, fabric for gowns, fabric for palazzo, fabric for ethnic wear, 4448417",no ,in_stock,Published
